"nav","nav_date","scheme_id","fund_house","scheme_name","pay_out","type","category","sub_category"
"12.0659","2018-01-31","139522","Axis Mutual Fund","Axis Hybrid Fund Series - 31 (1381) Direct Dividend","INF846K01XU6","Close Ended Schemes "," Income ",NULL
"13.4912","2018-01-31","136130","Axis Mutual Fund","Axis Hybrid Fund Series-30 (1297 Days) Growth","INF846K01WZ7","Close Ended Schemes "," Income ",NULL
"13.4912","2018-01-31","136132","Axis Mutual Fund","Axis Hybrid Fund Series-30 (1297 Days) Dividend","INF846K01XA8","Close Ended Schemes "," Income ",NULL
"13.8442","2018-01-31","136131","Axis Mutual Fund","Axis Hybrid Fund Series-30 (1297 Days) Direct Growth","INF846K01WX2","Close Ended Schemes "," Income ",NULL
"12.965","2018-01-31","136032","Axis Mutual Fund","Axis Hybrid Fund Series - 29 (1275 Days) Growth","INF846K01WV6","Close Ended Schemes "," Income ",NULL
"12.965","2018-01-31","136035","Axis Mutual Fund","Axis Hybrid Fund Series - 29 (1275 Days) Dividend","INF846K01WW4","Close Ended Schemes "," Income ",NULL
"13.3083","2018-01-31","136033","Axis Mutual Fund","Axis Hybrid Fund Series - 29 (1275 Days) Direct Growth","INF846K01WT0","Close Ended Schemes "," Income ",NULL
"12.4779","2018-01-31","135620","Axis Mutual Fund","Axis Hybrid Fund - Series 28 - Regular Plan - Growth","INF846K01WH5","Close Ended Schemes "," Income ",NULL
"12.4779","2018-01-31","135621","Axis Mutual Fund","Axis Hybrid Fund - Series 28 - Regular Plan - Dividend","INF846K01WI3","Close Ended Schemes "," Income ",NULL
"12.3525","2018-01-31","131082","Axis Mutual Fund","Axis Hybrid Fund - Series 15 - Regular Plan - Dividend","INF846K01QM7","Close Ended Schemes "," Income ",NULL
"11.9801","2018-01-31","134620","Axis Mutual Fund","Axis Hybrid Funs - Series 23 - Regular Plan - Dividend","INF846K01UY4","Close Ended Schemes "," Income ",NULL
"11.9801","2018-01-31","134619","Axis Mutual Fund","Axis Hybrid Fund - Series 23 - Regular Plan - Growth","INF846K01UX6","Close Ended Schemes "," Income ",NULL
"12.3895","2018-01-31","134621","Axis Mutual Fund","Axis Hybrid Fund - Series 23 - Direct Plan - Growth","INF846K01UV0","Close Ended Schemes "," Income ",NULL
"12.3896","2018-01-31","134622","Axis Mutual Fund","Axis Hybrid Fund - Series 23 - Direct Plan - Dividend","INF846K01UW8","Close Ended Schemes "," Income ",NULL
"11.8951","2018-01-31","134532","Axis Mutual Fund","Axis Hybrid Fund - Series 22 - Regular Plan - Growth","INF846K01UH9","Close Ended Schemes "," Income ",NULL
"11.8951","2018-01-31","134533","Axis Mutual Fund","Axis Hybrid Fund - Series 22 - Regular Plan - Dividend","INF846K01UI7","Close Ended Schemes "," Income ",NULL
"12.3079","2018-01-31","134535","Axis Mutual Fund","Axis Hybrid Fund - Series 22 - Direct Plan - Growth","INF846K01UF3","Close Ended Schemes "," Income ",NULL
"12.3079","2018-01-31","134534","Axis Mutual Fund","Axis Hybrid Fund - Series 22 - Direct Plan - Dividend","INF846K01UG1","Close Ended Schemes "," Income ",NULL
"12.254","2018-01-31","133563","Axis Mutual Fund","Axis Hybrid Fund - Series 19 -Direct Plan - Growth","INF846K01RB8","Close Ended Schemes "," Income ",NULL
"11.8753","2018-01-31","133561","Axis Mutual Fund","Axis Hybrid Fund - Series 19 - Regular plan - Growth","INF846K01RD4","Close Ended Schemes "," Income ",NULL
"11.8773","2018-01-31","133562","Axis Mutual Fund","Axis Hybrid Fund - Series 19 - Regular Plan - Dividend","INF846K01RE2","Close Ended Schemes "," Income ",NULL
"12.2502","2018-01-31","133564","Axis Mutual Fund","Axis Hybrid Fund - Series 19 - Direct plan - Dividend","INF846K01RC6","Close Ended Schemes "," Income ",NULL
"12.3526","2018-01-31","131085","Axis Mutual Fund","Axis Hybrid Fund - Series 15 - Regular Plan - Growth","INF846K01QL9","Close Ended Schemes "," Income ",NULL
"12.8143","2018-01-31","131083","Axis Mutual Fund","Axis Hybrid Fund - Series 15 - Direct Plan - Growth","INF846K01QJ3","Close Ended Schemes "," Income ",NULL
"12.8142","2018-01-31","131084","Axis Mutual Fund","Axis Hybrid Fund - Series 15 - Direct Plan - Dividend","INF846K01QK1","Close Ended Schemes "," Income ",NULL
"12.4723","2018-01-31","130888","Axis Mutual Fund","Axis Hybrid Fund - Series 14 - Regular Plan - Growth","INF846K01QH7","Close Ended Schemes "," Income ",NULL
"12.4724","2018-01-31","130889","Axis Mutual Fund","Axis Hybrid Fund - Series 14 - Regular Plan - Dividend","INF846K01QI5","Close Ended Schemes "," Income ",NULL
"13.0261","2018-01-31","130886","Axis Mutual Fund","Axis Hybrid Fund - Series 14 - Direct Plan - Growth","INF846K01QF1","Close Ended Schemes "," Income ",NULL
"13.1695","2018-01-31","130887","Axis Mutual Fund","Axis Hybrid Fund - Series 14 - Direct Plan - Dividend","INF846K01QG9","Close Ended Schemes "," Income ",NULL
"12.0803","2018-01-31","133427","Axis Mutual Fund","Axis Hybrid Fund - Series 18 - Regular Plan - Growth","INF846K01QZ9","Close Ended Schemes "," Income ",NULL
"12.0802","2018-01-31","133428","Axis Mutual Fund","Axis Hybrid Fund - Series 18 - Regular Plan - Dividend","INF846K01RA0","Close Ended Schemes "," Income ",NULL
"12.4669","2018-01-31","133429","Axis Mutual Fund","Axis Hybrid Fund - Series 18 - Direct Plan - Growth","INF846K01QX4","Close Ended Schemes "," Income ",NULL
"15.9179","2018-01-31","117980","Axis Mutual Fund","Axis Capital Protection Oriented Fund - Series 5 - Dividend option","INF846K01XO9","Close Ended Schemes "," Income ",NULL
"12.4669","2018-01-31","133430","Axis Mutual Fund","Axis Hybrid Fund - Series 18 - Direct Plan - Direct Plan - Dividend","INF846K01QY2","Close Ended Schemes "," Income ",NULL
"11.4662","2018-01-31","134303","Axis Mutual Fund","Axis Fixed Term Plan - Series 74 (1105 days) - Regular Plan - Half yearly dividend","INF846K01SC4","Close Ended Schemes "," Income ",NULL
"12.5528","2018-01-31","134299","Axis Mutual Fund","Axis Fixed Term Plan - Series 74 (1105 days) - Regular Plan - Growth","INF846K01SA8","Close Ended Schemes "," Income ",NULL
"12.5528","2018-01-31","134300","Axis Mutual Fund","Axis Fixed Term Plan - Series 74 (1105 days) - Regular Plan - Dividend","INF846K01SB6","Close Ended Schemes "," Income ",NULL
"12.6045","2018-01-31","134302","Axis Mutual Fund","Axis Fixed Term Plan - Series 74 (1105 days) - Direct Plan - Growth","INF846K01RX2","Close Ended Schemes "," Income ",NULL
"12.6177","2018-01-31","134301","Axis Mutual Fund","Axis Fixed Term Plan - Series 74 (1105 days) - Direct Plan - Dividend","INF846K01RY0","Close Ended Schemes "," Income ",NULL
"13.3884","2018-01-31","129381","Axis Mutual Fund","Axis Fixed Term Plan - Series 64 - Regular Plan - Growth","INF846K01XJ9","Close Ended Schemes "," Income ",NULL
"13.3884","2018-01-31","129386","Axis Mutual Fund","Axis Fixed Term Plan - Series 64 - Regular plan -  Dividend","INF846K01XH3","Close Ended Schemes "," Income ",NULL
"13.6546","2018-01-31","129383","Axis Mutual Fund","Axis Fixed Term Plan - Series 64 - Direct plan - Growth","INF846K01XM3","Close Ended Schemes "," Income ",NULL
"10.1594","2018-01-31","127274","Axis Mutual Fund","Axis Fixed Term Plan - Series 52 - Regular Plan - Quarterly Dividend","INF846K01UA4","Close Ended Schemes "," Income ",NULL
"13.6862","2018-01-31","127272","Axis Mutual Fund","Axis Fixed Term Plan - Series 52 - Regular Plan - Growth","INF846K01UB2","Close Ended Schemes "," Income ",NULL
"13.8564","2018-01-31","127276","Axis Mutual Fund","Axis Fixed Term Plan - Series 52 - Direct Plan - Growth","INF846K01UE6","Close Ended Schemes "," Income ",NULL
"13.6621","2018-01-31","126756","Axis Mutual Fund","Axis Fixed Term Plan - Series 49 - Regular Plan - Growth","INF846K01TV2","Close Ended Schemes "," Income ",NULL
"13.6545","2018-01-31","126757","Axis Mutual Fund","Axis Fixed Term Plan - Series 49 - Regular Plan - Dividend","INF846K01TT6","Close Ended Schemes "," Income ",NULL
"13.8433","2018-01-31","126759","Axis Mutual Fund","Axis Fixed Term Plan - Series 49 - Direct Plan - Growth","INF846K01TY6","Close Ended Schemes "," Income ",NULL
"15.918","2018-01-31","117979","Axis Mutual Fund","Axis Capital Protection Oriented Fund - Series 5 - Growth Option","INF846K01XN1","Close Ended Schemes "," Income ",NULL
"14.2161","2018-01-31","123116","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Regular Plan-Growth","INF209K01U59","Close Ended Schemes "," Income ",NULL
"14.2551","2018-01-31","123115","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Direct Plan-Growth","INF209K01U26","Close Ended Schemes "," Income ",NULL
"10.2277","2018-01-31","123612","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Quarterly Dividend","INF209K01X98","Close Ended Schemes "," Income ",NULL
"10.2271","2018-01-31","123610","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Normal Dividend","INF209K01X80","Close Ended Schemes "," Income ",NULL
"14.2566","2018-01-31","123611","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Regular Plan-Growth","INF209K01X72","Close Ended Schemes "," Income ",NULL
"14.278","2018-01-31","123609","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan X-Direct Plan-Growth","INF209K01X49","Close Ended Schemes "," Income ",NULL
"10.2721","2018-01-31","123117","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Regular Plan-Normal Dividend","INF209K01U67","Close Ended Schemes "," Income ",NULL
"10.274","2018-01-31","123114","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Interval Income Fund - Annual Plan IX-Direct Plan-Normal Dividend","INF209K01U34","Close Ended Schemes "," Income ",NULL
"10.0016","2018-01-31","142218","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct Plan-Growth","INF209KB1KE1","Close Ended Schemes "," Income ",NULL
"9.9993","2018-01-31","142348","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -REGULAR - Quarterly IDCW","INF209KB1KP7","Close Ended Schemes "," Income ",NULL
"9.9993","2018-01-31","142346","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -REGULAR - NORMAL IDCW","INF209KB1KO0","Close Ended Schemes "," Income ",NULL
"9.9997","2018-01-31","142351","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -DIRECT - Quarterly IDCW","INF209KB1KS1","Close Ended Schemes "," Income ",NULL
"9.9997","2018-01-31","142350","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) -DIRECT - NORMAL IDCW","INF209KB1KR3","Close Ended Schemes "," Income ",NULL
"9.9993","2018-01-31","142347","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Regular Plan-Growth","INF209KB1KN2","Close Ended Schemes "," Income ",NULL
"9.9997","2018-01-31","142349","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 days) - Direct Plan-Growth","INF209KB1KQ5","Close Ended Schemes "," Income ",NULL
"10.0093","2018-01-31","142302","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -REGULAR - Quarterly IDCW","INF209KB1KJ0","Close Ended Schemes "," Income ",NULL
"10.0093","2018-01-31","142301","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -REGULAR - NORMAL IDCW","INF209KB1KI2","Close Ended Schemes "," Income ",NULL
"10.01","2018-01-31","142304","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -DIRECT - Quarterly IDCW","INF209KB1KM4","Close Ended Schemes "," Income ",NULL
"10.01","2018-01-31","142303","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) -DIRECT - NORMAL IDCW","INF209KB1KL6","Close Ended Schemes "," Income ",NULL
"10.0093","2018-01-31","142300","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Regular Plan-Growth","INF209KB1KH4","Close Ended Schemes "," Income ",NULL
"10.01","2018-01-31","142305","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 days) - Direct Plan-Growth","INF209KB1KK8","Close Ended Schemes "," Income ",NULL
"10.0003","2018-01-31","142215","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Regular Plan-Growth","INF209KB1KB7","Close Ended Schemes "," Income ",NULL
"10.0003","2018-01-31","142214","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - REGULAR - Quarterly IDCW","INF209KB1KD3","Close Ended Schemes "," Income ",NULL
"10.0003","2018-01-31","142213","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - REGULAR - NORMAL IDCW","INF209KB1KC5","Close Ended Schemes "," Income ",NULL
"10.0016","2018-01-31","142217","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - Direct - Quarterly IDCW","INF209KB1KG6","Close Ended Schemes "," Income ",NULL
"10.0016","2018-01-31","142216","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 days) - DIRECT - NORMAL IDCW","INF209KB1KF8","Close Ended Schemes "," Income ",NULL
"10.0176","2018-01-31","142190","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan Series OY (1218 days) - Regular Plan-Growth","INF209KB1JV7","Close Ended Schemes "," Income ",NULL
"10.0176","2018-01-31","142185","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -REGULAR - Quarterly IDCW","INF209KB1JX3","Close Ended Schemes "," Income ",NULL
"10.0444","2018-01-31","142011","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - DIRECT - Quarterly IDCW","INF209KB1JO2","Close Ended Schemes "," Income ",NULL
"10.0176","2018-01-31","142187","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -REGULAR - NORMAL IDCW","INF209KB1JW5","Close Ended Schemes "," Income ",NULL
"10.0192","2018-01-31","142189","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -Direct - Quarterly IDCW","INF209KB1KA9","Close Ended Schemes "," Income ",NULL
"10.0193","2018-01-31","142186","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) -DIRECT - NORMAL IDCW","INF209KB1JZ8","Close Ended Schemes "," Income ",NULL
"10.0192","2018-01-31","142188","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 days) - Direct Plan-Growth","INF209KB1JY1","Close Ended Schemes "," Income ",NULL
"10.0171","2018-01-31","142082","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Regular Plan-Growth","INF209KB1JP9","Close Ended Schemes "," Income ",NULL
"10.0171","2018-01-31","142084","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - REGULAR - Quarterly IDCW","INF209KB1JR5","Close Ended Schemes "," Income ",NULL
"10.0171","2018-01-31","142083","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - REGULAR - NORMAL IDCW","INF209KB1JQ7","Close Ended Schemes "," Income ",NULL
"10.0194","2018-01-31","142079","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - Direct Plan-Growth","INF209KB1JS3","Close Ended Schemes "," Income ",NULL
"10.0194","2018-01-31","142081","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - DIRECT - Quarterly IDCW","INF209KB1JU9","Close Ended Schemes "," Income ",NULL
"10.0195","2018-01-31","142080","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 days) - DIRECT - NORMAL IDCW","INF209KB1JT1","Close Ended Schemes "," Income ",NULL
"10.0408","2018-01-31","142013","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -REGULAR - Quarterly IDCW","INF209KB1JL8","Close Ended Schemes "," Income ",NULL
"10.0408","2018-01-31","142012","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -REGULAR - NORMAL IDCW","INF209KB1JK0","Close Ended Schemes "," Income ",NULL
"10.0444","2018-01-31","142014","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) -DIRECT - NORMAL IDCW","INF209KB1JN4","Close Ended Schemes "," Income ",NULL
"10.0408","2018-01-31","142009","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Regular Plan-Growth","INF209KB1JJ2","Close Ended Schemes "," Income ",NULL
"10.0445","2018-01-31","142010","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 days) - Direct Plan-Growth","INF209KB1JM6","Close Ended Schemes "," Income ",NULL
"10.507","2018-01-31","141133","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Regular Plan-Growth","INF209KB1GJ8","Close Ended Schemes "," Income ",NULL
"10.1877","2018-01-31","141723","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Quarterly Dividend","INF209KB1IN6","Close Ended Schemes "," Income ",NULL
"10.1877","2018-01-31","141721","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Normal Dividend","INF209KB1IM8","Close Ended Schemes "," Income ",NULL
"10.1877","2018-01-31","141720","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Regular Plan-Growth","INF209KB1IL0","Close Ended Schemes "," Income ",NULL
"10.1982","2018-01-31","141722","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Direct Plan-Normal Dividend","INF209KB1IP1","Close Ended Schemes "," Income ",NULL
"10.1982","2018-01-31","141724","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days) - Direct Plan-Growth","INF209KB1IO4","Close Ended Schemes "," Income ",NULL
"10.1982","2018-01-31","141725","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 days)  - Direct Plan-Quarterly Dividend","INF209KB1IQ9","Close Ended Schemes "," Income ",NULL
"10.507","2018-01-31","141134","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Regular Plan-Normal Dividend","INF209KB1GK6","Close Ended Schemes "," Income ",NULL
"10.3593","2018-01-31","141137","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Regular Plan - Quarterly Dividend","INF209KB1GL4","Close Ended Schemes "," Income ",NULL
"10.3695","2018-01-31","141136","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Direct Plan-Quarterly Dividend","INF209KB1GO8","Close Ended Schemes "," Income ",NULL
"10.5215","2018-01-31","141138","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) - Direct Plan-Normal Dividend","INF209KB1GN0","Close Ended Schemes "," Income ",NULL
"10.5215","2018-01-31","141135","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 days) -  Direct Plan-Growth","INF209KB1GM2","Close Ended Schemes "," Income ",NULL
"10.5267","2018-01-31","141121","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OL (1148 days) - Regular Plan-Growth","INF209KB1GD1","Close Ended Schemes "," Income ",NULL
"10.5479","2018-01-31","141123","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OL (1148 days) - Direct Plan-Growth","INF209KB1GG4","Close Ended Schemes "," Income ",NULL
"10.3558","2018-01-31","141003","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Regular Plan-Quarterly Dividend","INF209KB1FZ6","Close Ended Schemes "," Income ",NULL
"10.5095","2018-01-31","141001","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Regular Plan-Normal Dividend","INF209KB1FY9","Close Ended Schemes "," Income ",NULL
"10.5092","2018-01-31","141000","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Regular Plan-Growth","INF209KB1FX1","Close Ended Schemes "," Income ",NULL
"10.3918","2018-01-31","140999","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Direct Plan-Quarterly Dividend","INF209KB1GC3","Close Ended Schemes "," Income ",NULL
"10.5574","2018-01-31","141002","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Direct Plan-Normal Dividend","INF209KB1GB5","Close Ended Schemes "," Income ",NULL
"10.5574","2018-01-31","140998","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 days) - Direct Plan-Growth","INF209KB1GA7","Close Ended Schemes "," Income ",NULL
"10.3851","2018-01-31","140987","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Regular Plan-Quarterly Dividend","INF209KB1FT9","Close Ended Schemes "," Income ",NULL
"10.5398","2018-01-31","140983","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Regular Plan-Normal Dividend","INF209KB1FS1","Close Ended Schemes "," Income ",NULL
"10.5398","2018-01-31","140982","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Regular Plan-Growth","INF209KB1FR3","Close Ended Schemes "," Income ",NULL
"10.4535","2018-01-31","140985","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Direct Plan-Quarterly Dividend","INF209KB1FW3","Close Ended Schemes "," Income ",NULL
"10.6313","2018-01-31","140986","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Direct Plan-Normal Dividend","INF209KB1FV5","Close Ended Schemes "," Income ",NULL
"10.6312","2018-01-31","140984","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 days) - Direct Plan-Growth","INF209KB1FU7","Close Ended Schemes "," Income ",NULL
"10.4104","2018-01-31","140920","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 days) - Regular Plan-Quarterly Dividend","INF209KB1EJ3","Close Ended Schemes "," Income ",NULL
"10.5651","2018-01-31","140919","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 days) - Regular Plan-Normal Dividend","INF209KB1EI5","Close Ended Schemes "," Income ",NULL
"10.5651","2018-01-31","140918","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 days) - Regular Plan-Growth","INF209KB1EH7","Close Ended Schemes "," Income ",NULL
"10.591","2018-01-31","140923","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 days) - Direct Plan-Normal Dividend","INF209KB1EL9","Close Ended Schemes "," Income ",NULL
"10.591","2018-01-31","140922","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 days) - Direct Plan-Growth","INF209KB1EK1","Close Ended Schemes "," Income ",NULL
"10.4313","2018-01-31","140886","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 days) - Regular Plan-Quarterly Dividend","INF209KB1ED6","Close Ended Schemes "," Income ",NULL
"10.5866","2018-01-31","140889","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 days) - Regular Plan-Normal Dividend","INF209KB1EC8","Close Ended Schemes "," Income ",NULL
"10.5866","2018-01-31","140885","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 days) - Regular Plan-Growth","INF209KB1EB0","Close Ended Schemes "," Income ",NULL
"10.592","2018-01-31","140692","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan-Series OD (1145 days)-Direct Plan-Growth","INF209KB1CW0","Close Ended Schemes "," Income ",NULL
"10.4512","2018-01-31","140888","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 days) - Direct Plan-Quarterly Dividend","INF209KB1EG9","Close Ended Schemes "," Income ",NULL
"10.6132","2018-01-31","140887","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 days) - Direct Plan-Growth","INF209KB1EE4","Close Ended Schemes "," Income ",NULL
"10.6134","2018-01-31","140890","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan -  Series OH (1120 days) - Direct Plan-Normal Dividend","INF209KB1EF1","Close Ended Schemes "," Income ",NULL
"10.3851","2018-01-31","140878","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 days) - Regular Plan-Quarterly Dividend","INF209KB1DR8","Close Ended Schemes "," Income ",NULL
"10.5458","2018-01-31","140876","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 days) - Regular Plan-Normal Dividend","INF209KB1DQ0","Close Ended Schemes "," Income ",NULL
"10.5453","2018-01-31","140875","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 days) - Regular Plan-Growth","INF209KB1DP2","Close Ended Schemes "," Income ",NULL
"10.572","2018-01-31","140877","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 days) - Direct Plan-Normal Dividend","INF209KB1DT4","Close Ended Schemes "," Income ",NULL
"10.5724","2018-01-31","140879","Aditya Birla Sun Life Mutual Fund","Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 days) - Direct Plan-Growth","INF209KB1DS6","Close Ended Schemes "," Income ",NULL
