"nav","nav_date","scheme_id","fund_house","scheme_name","pay_out","type","category","sub_category"
"10.1259","2018-01-31","135016","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Quarterly Div Option","INF789FB1G67","Close Ended Schemes "," Income ",NULL
"12.2636","2018-01-31","135017","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Maturity Div Option","INF789FB1H09","Close Ended Schemes "," Income ",NULL
"12.2636","2018-01-31","135015","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Growth Option","INF789FB1H17","Close Ended Schemes "," Income ",NULL
"10.7903","2018-01-31","135022","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Regular Plan - Annual Div Option","INF789FB1G75","Close Ended Schemes "," Income ",NULL
"10.1259","2018-01-31","135020","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Quarterly Div Option","INF789FB1G26","Close Ended Schemes "," Income ",NULL
"12.3866","2018-01-31","135019","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Growth Option","INF789FB1G91","Close Ended Schemes "," Income ",NULL
"10.7905","2018-01-31","135023","UTI Mutual Fund","UTI FTIF Series XXII-VIII (1099 Days) - Direct Plan - Annual Div Option","INF789FB1G34","Close Ended Schemes "," Income ",NULL
"10.175","2018-01-31","134989","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Quarterly Div Option","INF789FB1F68","Close Ended Schemes "," Income ",NULL
"12.393","2018-01-31","134991","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Maturity Div Option","INF789FB1G00","Close Ended Schemes "," Income ",NULL
"12.3929","2018-01-31","134988","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Growth Option","INF789FB1G18","Close Ended Schemes "," Income ",NULL
"12.393","2018-01-31","134992","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Flexi Div Option","INF789FB1F50","Close Ended Schemes "," Income ",NULL
"10.8463","2018-01-31","134990","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Regular Plan - Annual Div Option","INF789FB1F76","Close Ended Schemes "," Income ",NULL
"10.175","2018-01-31","134994","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Direct Plan - Quarterly Div Option","INF789FB1F27","Close Ended Schemes "," Income ",NULL
"12.5172","2018-01-31","134993","UTI Mutual Fund","UTI FTIF Series XXII-VII (1098 Days) - Direct Plan - Growth Option","INF789FB1F92","Close Ended Schemes "," Income ",NULL
"10.2495","2018-01-31","134983","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Quarterly Div Option","INF789FB1E69","Close Ended Schemes "," Income ",NULL
"12.7998","2018-01-31","134980","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Maturity Div Option","INF789FB1F01","Close Ended Schemes "," Income ",NULL
"12.7994","2018-01-31","134984","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Flexi Div Option","INF789FB1E51","Close Ended Schemes "," Income ",NULL
"11.0319","2018-01-31","134979","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Regular Plan - Annual Div Option","INF789FB1E77","Close Ended Schemes "," Income ",NULL
"13.1099","2018-01-31","134985","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Direct Plan - Growth Option","INF789FB1E93","Close Ended Schemes "," Income ",NULL
"11.0578","2018-01-31","134981","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) - Direct Plan - Annual Div Option","INF789FB1E36","Close Ended Schemes "," Income ",NULL
"12.7993","2018-01-31","134978","UTI Mutual Fund","UTI FTIF Series XXII-VI (1098 Days) -  Regular Plan - Growth Option","INF789FB1F19","Close Ended Schemes "," Income ",NULL
"10.1469","2018-01-31","135026","UTI Mutual Fund","UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Quarterly Div Option","INF789FB1H66","Close Ended Schemes "," Income ",NULL
"12.325","2018-01-31","135032","UTI Mutual Fund","UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Maturity Div Option","INF789FB1I08","Close Ended Schemes "," Income ",NULL
"12.3255","2018-01-31","135025","UTI Mutual Fund","UTI FTIF Series XXII-IX (1099 Days) - Regular Plan - Growth Option","INF789FB1I16","Close Ended Schemes "," Income ",NULL
"12.3575","2018-01-31","135029","UTI Mutual Fund","UTI FTIF Series XXII-IX (1099 Days) - Direct Plan - Growth Option","INF789FB1H90","Close Ended Schemes "," Income ",NULL
"10.1168","2018-01-31","134789","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Quarterly Div Option","INF789FB1VL8","Close Ended Schemes "," Income ",NULL
"12.4049","2018-01-31","134792","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Maturity Div Option","INF789FB1VO2","Close Ended Schemes "," Income ",NULL
"12.405","2018-01-31","134797","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Growth Option","INF789FB1VP9","Close Ended Schemes "," Income ",NULL
"10.7805","2018-01-31","134790","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Regular Plan - Annual Div Option","INF789FB1VQ7","Close Ended Schemes "," Income ",NULL
"10.1167","2018-01-31","134795","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Quarterly Div Option","INF789FB1VH6","Close Ended Schemes "," Income ",NULL
"12.5317","2018-01-31","134798","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Maturity Div Option","INF789FB1VM6","Close Ended Schemes "," Income ",NULL
"12.5299","2018-01-31","134793","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Growth Option","INF789FB1VN4","Close Ended Schemes "," Income ",NULL
"10.7808","2018-01-31","134796","UTI Mutual Fund","UTI FTIF Series XXII-IV (1098 Days) - Direct Plan - Annual Div Option","INF789FB1VI4","Close Ended Schemes "," Income ",NULL
"10.1196","2018-01-31","134744","UTI Mutual Fund","UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Quarterly Div Option","INF789FB1RY9","Close Ended Schemes "," Income ",NULL
"12.4277","2018-01-31","134753","UTI Mutual Fund","UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Maturity Div Option","INF789FB1SC3","Close Ended Schemes "," Income ",NULL
"12.4277","2018-01-31","134750","UTI Mutual Fund","UTI FTIF Series XXII-III (1099 Days) - Regular Plan - Growth Option","INF789FB1SD1","Close Ended Schemes "," Income ",NULL
"10.7705","2018-01-31","134329","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Annual Div Option - Direct","INF789FB1IH3","Close Ended Schemes "," Income ",NULL
"10.795","2018-01-31","134649","UTI Mutual Fund","UTI FTIF Series XXII-II (1099 Days) - Annual Div Option","INF789FB1RP7","Close Ended Schemes "," Income ",NULL
"10.0931","2018-01-31","134523","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Quarterly Div Option","INF789FB1QW5","Close Ended Schemes "," Income ",NULL
"12.5094","2018-01-31","134524","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Maturity Div Option","INF789FB1RA9","Close Ended Schemes "," Income ",NULL
"12.5086","2018-01-31","134522","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Growth Option","INF789FB1RB7","Close Ended Schemes "," Income ",NULL
"12.5086","2018-01-31","134525","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Flexi Div Option","INF789FB1QV7","Close Ended Schemes "," Income ",NULL
"10.7551","2018-01-31","134527","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Regular Plan - Annual Div Option","INF789FB1QX3","Close Ended Schemes "," Income ",NULL
"10.093","2018-01-31","134530","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Quarterly Div Option","INF789FB1QS3","Close Ended Schemes "," Income ",NULL
"12.6424","2018-01-31","134528","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Maturity Div Option","INF789FB1QY1","Close Ended Schemes "," Income ",NULL
"12.6353","2018-01-31","134526","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Growth Option","INF789FB1QZ8","Close Ended Schemes "," Income ",NULL
"10.7553","2018-01-31","134531","UTI Mutual Fund","UTI FTIF Series XXII-I (1099 Days) - Direct Plan - Annual Div Option","INF789FB1QT1","Close Ended Schemes "," Income ",NULL
"10.1234","2018-01-31","134477","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Quarterly Div Option - Direct","INF789FB1JK5","Close Ended Schemes "," Income ",NULL
"10.1236","2018-01-31","134476","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Quarterly Div Option","INF789FB1JO7","Close Ended Schemes "," Income ",NULL
"12.6832","2018-01-31","134483","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Maturity Div Option - Direct","INF789FB1JQ2","Close Ended Schemes "," Income ",NULL
"12.4939","2018-01-31","134481","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Maturity Div Option","INF789FB1JS8","Close Ended Schemes "," Income ",NULL
"12.6832","2018-01-31","134475","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Growth Option - Direct","INF789FB1JR0","Close Ended Schemes "," Income ",NULL
"12.4939","2018-01-31","134474","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Growth Option","INF789FB1JT6","Close Ended Schemes "," Income ",NULL
"12.4961","2018-01-31","134479","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Flexi Div Option","INF789FB1JN9","Close Ended Schemes "," Income ",NULL
"10.7843","2018-01-31","134482","UTI Mutual Fund","UTI FTIF Series XXI-XV (1103 Days) - Annual Div Option - Direct","INF789FB1JL3","Close Ended Schemes "," Income ",NULL
"10.7842","2018-01-31","134478","UTI Mutual Fund","UTI FTIF series XXI-XV (1103 Days) - Annual Div Option","INF789FB1JP4","Close Ended Schemes "," Income ",NULL
"10.0908","2018-01-31","134437","UTI Mutual Fund","UTI FTIF Series XXI-XIV (1103 Days) - Quarterly Div Option - Direct","INF789FB1JA6","Close Ended Schemes "," Income ",NULL
"12.7811","2018-01-31","134441","UTI Mutual Fund","UTI FTIF Series XXI-XIV (1103 Days) - Growth Option - Direct","INF789FB1JH1","Close Ended Schemes "," Income ",NULL
"12.59","2018-01-31","134434","UTI Mutual Fund","UTI FTIF Series XXI-XIV (1103 Days) - Growth Option","INF789FB1JJ7","Close Ended Schemes "," Income ",NULL
"10.7737","2018-01-31","134436","UTI Mutual Fund","UTI FTIF Series XXI-XIV (1103 Days) - Annual Div Option - Direct","INF789FB1JB4","Close Ended Schemes "," Income ",NULL
"12.7714","2018-01-31","134438","UTI Mutual Fund","UTI FTIF Series XXI-XIV (1103 Day) - Maturity Div Option - Direct","INF789FB1JG3","Close Ended Schemes "," Income ",NULL
"10.0996","2018-01-31","134328","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Quarterly Div Option","INF789FB1IK7","Close Ended Schemes "," Income ",NULL
"12.7723","2018-01-31","134322","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Growth Option - Direct","INF789FB1IN1","Close Ended Schemes "," Income ",NULL
"12.591","2018-01-31","134321","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Growth Option","INF789FB1IP6","Close Ended Schemes "," Income ",NULL
"12.5931","2018-01-31","134330","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Flexi Div Option","INF789FB1IJ9","Close Ended Schemes "," Income ",NULL
"10.7229","2018-01-31","134327","UTI Mutual Fund","UTI FTIF Series XXI-XII (1106 Days) - Annual Div Option","INF789FB1IL5","Close Ended Schemes "," Income ",NULL
"12.6362","2018-01-31","134278","UTI Mutual Fund","UTI FTIF Series XXI-XI (1112 Days) - Growth Option - Direct","INF789FB1FM9","Close Ended Schemes "," Income ",NULL
"12.5818","2018-01-31","134277","UTI Mutual Fund","UTI FTIF Series XXI-XI (1112 Days) - Growth Option","INF789FB1FO5","Close Ended Schemes "," Income ",NULL
"10.7193","2018-01-31","134281","UTI Mutual Fund","UTI FTIF Series XXI-XI (1112 Days) - Annual Div Option - Direct","INF789FB1FG1","Close Ended Schemes "," Income ",NULL
"10.1366","2018-01-31","134267","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Quarterly Div Option - Direct","INF789FB1EV3","Close Ended Schemes "," Income ",NULL
"10.1306","2018-01-31","134275","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Quarterly Div Option","INF789FB1EZ4","Close Ended Schemes "," Income ",NULL
"12.7258","2018-01-31","134266","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Growth Option - Direct","INF789FB1FC0","Close Ended Schemes "," Income ",NULL
"12.5441","2018-01-31","134274","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Growth Option","INF789FB1FE6","Close Ended Schemes "," Income ",NULL
"10.7846","2018-01-31","134269","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Annual Div Option - Direct","INF789FB1EW1","Close Ended Schemes "," Income ",NULL
"10.737","2018-01-31","134268","UTI Mutual Fund","UTI FTIF Series XXI-X (1112 Days) - Annual Div Option","INF789FB1FA4","Close Ended Schemes "," Income ",NULL
"12.7805","2018-01-31","134094","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days)- Growth Option - Direct","INF789FB1DO0","Close Ended Schemes "," Income ",NULL
"10.0778","2018-01-31","134096","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days) - Quarterly Div Option","INF789FB1DL6","Close Ended Schemes "," Income ",NULL
"12.5964","2018-01-31","134103","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days) - Maturity Div Option","INF789FB1DP7","Close Ended Schemes "," Income ",NULL
"12.5964","2018-01-31","134101","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days) - Growth Option","INF789FB1DQ5","Close Ended Schemes "," Income ",NULL
"10.7422","2018-01-31","134095","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days) - Annual Div Option - Direct","INF789FB1DI2","Close Ended Schemes "," Income ",NULL
"10.6952","2018-01-31","134100","UTI Mutual Fund","UTI FTIF Series XXI-VIII (1136 Days) - Annual Div Option","INF789FB1DM4","Close Ended Schemes "," Income ",NULL
"10.0744","2018-01-31","134085","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Quarterly Div Option","INF789FB1DB7","Close Ended Schemes "," Income ",NULL
"12.6502","2018-01-31","134092","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Maturity Div Option","INF789FB1DF8","Close Ended Schemes "," Income ",NULL
"12.8363","2018-01-31","134084","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Growth Option - Direct","INF789FB1DE1","Close Ended Schemes "," Income ",NULL
"12.6502","2018-01-31","134088","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Growth Option","INF789FB1DG6","Close Ended Schemes "," Income ",NULL
"10.75","2018-01-31","134091","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Annual Div Option - Direct","INF789FB1CY1","Close Ended Schemes "," Income ",NULL
"13.435","2018-01-31","129592","UTI Mutual Fund","UTI FTIF Series XVIII - IX (733 Days) - Growth Option","INF789FA1JH2","Close Ended Schemes "," Income ",NULL
"10.7015","2018-01-31","134090","UTI Mutual Fund","UTI FTIF Series XXI-VII (1143 Days) - Annual Div Option","INF789FB1DC5","Close Ended Schemes "," Income ",NULL
"10.0889","2018-01-31","134034","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Quarterly Div Option - Direct","INF789FB1CN4","Close Ended Schemes "," Income ",NULL
"10.0829","2018-01-31","134029","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Quarterly Div Option","INF789FB1CR5","Close Ended Schemes "," Income ",NULL
"12.8728","2018-01-31","134031","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Maturity Div Option - Direct","INF789FB1CT1","Close Ended Schemes "," Income ",NULL
"12.8655","2018-01-31","134027","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Growth Option - Direct","INF789FB1CU9","Close Ended Schemes "," Income ",NULL
"12.6772","2018-01-31","134028","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Growth Option","INF789FB1CW5","Close Ended Schemes "," Income ",NULL
"12.677","2018-01-31","134032","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Flexi Div Option","INF789FB1CQ7","Close Ended Schemes "," Income ",NULL
"10.7123","2018-01-31","134035","UTI Mutual Fund","UTI FTIF Series XXI-VI (1145 Days) - Annual Div Option","INF789FB1CS3","Close Ended Schemes "," Income ",NULL
"10.0866","2018-01-31","133699","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Quarterly Div Option - Direct","INF789FB1AF4","Close Ended Schemes "," Income ",NULL
"10.0806","2018-01-31","133694","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Quarterly Div Option","INF789FB1AJ6","Close Ended Schemes "," Income ",NULL
"12.9104","2018-01-31","133700","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Maturity Div Option - Direct","INF789FB1AL2","Close Ended Schemes "," Income ",NULL
"12.7204","2018-01-31","133695","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Maturity Div Option","INF789FB1AN8","Close Ended Schemes "," Income ",NULL
"12.9109","2018-01-31","133693","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Growth Option - Direct","INF789FB1AM0","Close Ended Schemes "," Income ",NULL
"12.7204","2018-01-31","133698","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Growth Option","INF789FB1AO6","Close Ended Schemes "," Income ",NULL
"12.7211","2018-01-31","133701","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Flexi Div Option","INF789FB1AI8","Close Ended Schemes "," Income ",NULL
"10.7598","2018-01-31","133696","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Annual Div Option - Direct","INF789FB1AG2","Close Ended Schemes "," Income ",NULL
"10.6827","2018-01-31","133697","UTI Mutual Fund","UTI FTIF Series XXI-IV (1146 Days) - Annual Div Option","INF789FB1AK4","Close Ended Schemes "," Income ",NULL
"10.0736","2018-01-31","133686","UTI Mutual Fund","UTI FTIF Series XXI-III (1158 Days) - Quarterly Div Option","INF789FB1999","Close Ended Schemes "," Income ",NULL
"12.9199","2018-01-31","133687","UTI Mutual Fund","UTI FTIF Series XXI-III (1158 Days) - Maturity Div Option - Direct","INF789FB1AB3","Close Ended Schemes "," Income ",NULL
"12.9217","2018-01-31","133684","UTI Mutual Fund","UTI FTIF series XXI-III (1158 Days) - Growth Option - Direct","INF789FB1AC1","Close Ended Schemes "," Income ",NULL
"12.7289","2018-01-31","133683","UTI Mutual Fund","UTI FTIF Series XXI-III (1158 Days) - Growth Option","INF789FB1AE7","Close Ended Schemes "," Income ",NULL
"10.7397","2018-01-31","133685","UTI Mutual Fund","UTI FTIF Series XXI-III (1158 Days) - Annual Div Option - Direct","INF789FB1965","Close Ended Schemes "," Income ",NULL
"10.6537","2018-01-31","133692","UTI Mutual Fund","UTI FTIF Series XXI-III (1158 Days) - Annual Div Option","INF789FB1AA5","Close Ended Schemes "," Income ",NULL
"13.4193","2018-01-31","129283","UTI Mutual Fund","UTI FTIF Series XVIII -VII (368 DAYS)- Growth Option","INF789FB1OR0","Close Ended Schemes "," Income ",NULL
"13.4736","2018-01-31","129276","UTI Mutual Fund","UTI FTIF Series XVIII -VII (368 DAYS) - Growth Option - Direct","INF789FB1OZ3","Close Ended Schemes "," Income ",NULL
"10.5602","2018-01-31","129259","UTI Mutual Fund","UTI FTIF Series XVIII -V (370 DAYS)-Annual Div Option - Direct","INF789FB1LU0","Close Ended Schemes "," Income ",NULL
"13.475","2018-01-31","129256","UTI Mutual Fund","UTI FTIF Series XVIII -V (370 DAYS)- Growth Option","INF789FB1LR6","Close Ended Schemes "," Income ",NULL
"13.529","2018-01-31","129257","UTI Mutual Fund","UTI FTIF Series XVIII -V (370 DAYS) - Growth Option - Direct","INF789FB1LZ9","Close Ended Schemes "," Income ",NULL
"10.4571","2018-01-31","129591","UTI Mutual Fund","UTI FTIF Series XVIII - IX (733 Days) - Annual Div Option - Direct","INF789FA1IW3","Close Ended Schemes "," Income ",NULL
"13.5107","2018-01-31","128885","UTI Mutual Fund","UTI FTIF Series XVIII -IV (366 DAYS)- Growth Option","INF789FB1HX2","Close Ended Schemes "," Income ",NULL
"13.558","2018-01-31","128876","UTI Mutual Fund","UTI FTIF Series XVIII -IV (366 DAYS) - Growth Option - Direct","INF789FB1IF7","Close Ended Schemes "," Income ",NULL
"10.4071","2018-01-31","128140","UTI Mutual Fund","UTI FTIF Series XVII -XVIII (796 DAYS)-Quarterly Div Option","INF789FA1BK3","Close Ended Schemes "," Income ",NULL
"13.5863","2018-01-31","128558","UTI Mutual Fund","UTI FTIF Series XVIII -I (400 DAYS)-Growth Option - Direct","INF789FB1PJ4","Close Ended Schemes "," Income ",NULL
"13.4903","2018-01-31","128557","UTI Mutual Fund","UTI FTIF Series XVIII -I (400 DAYS)-Growth Option","INF789FB1PH8","Close Ended Schemes "," Income ",NULL
"10.4422","2018-01-31","130070","UTI Mutual Fund","UTI FTIF Series XVIII - XIII(366 Days) - Quarterly Div Option - Direct","INF789FB1UI6","Close Ended Schemes "," Income ",NULL
"13.3959","2018-01-31","130066","UTI Mutual Fund","UTI FTIF Series XVIII - XIII(366 Days) - Growth Option - Direct","INF789FB1UP1","Close Ended Schemes "," Income ",NULL
"13.3426","2018-01-31","130065","UTI Mutual Fund","UTI FTIF Series XVIII - XIII(366 Days) - Growth Option","INF789FB1UH8","Close Ended Schemes "," Income ",NULL
"10.4398","2018-01-31","130068","UTI Mutual Fund","UTI FTIF Series XVIII - XIII (366 Days) - Annual Div Option","INF789FB1UC9","Close Ended Schemes "," Income ",NULL
"13.4159","2018-01-31","129834","UTI Mutual Fund","UTI FTIF Series XVIII - XII (366 Days) - Growth Option - Direct","INF789FB1TZ2","Close Ended Schemes "," Income ",NULL
"13.3617","2018-01-31","129827","UTI Mutual Fund","UTI FTIF Series XVIII - XII (366 Days) - Growth Option","INF789FB1TR9","Close Ended Schemes "," Income ",NULL
"10.3462","2018-01-31","129821","UTI Mutual Fund","UTI FTIF Series XVIII - XI (1095 Days) - Quarterly Div Option","INF789FA1JS9","Close Ended Schemes "," Income ",NULL
"13.788","2018-01-31","129818","UTI Mutual Fund","UTI FTIF Series XVIII - XI (1095 Days) - Growth Option - Direct","INF789FA1JP5","Close Ended Schemes "," Income ",NULL
"13.5649","2018-01-31","129817","UTI Mutual Fund","UTI FTIF Series XVIII - XI (1095 Days) - Growth Option","INF789FA1JX9","Close Ended Schemes "," Income ",NULL
"13.4412","2018-01-31","129603","UTI Mutual Fund","UTI FTIF Series XVIII - X (366 Days) - Growth Option - Direct","INF789FB1ST7","Close Ended Schemes "," Income ",NULL
"13.374","2018-01-31","129601","UTI Mutual Fund","UTI FTIF Series XVIII - X (366 Days) - Growth Option","INF789FB1SL4","Close Ended Schemes "," Income ",NULL
"13.4104","2018-01-31","129550","UTI Mutual Fund","UTI FTIF Series XVIII - VIII (366 days)- Growth Option","INF789FB1PX5","Close Ended Schemes "," Income ",NULL
"13.4789","2018-01-31","129549","UTI Mutual Fund","UTI FTIF Series XVIII - VIII (366 Days) - Growth Option - Direct","INF789FB1QF0","Close Ended Schemes "," Income ",NULL
"10.446","2018-01-31","129596","UTI Mutual Fund","UTI FTIF Series XVIII - IX (733 Days) - Maturity Div Option","INF789FA1JG4","Close Ended Schemes "," Income ",NULL
"13.5304","2018-01-31","129593","UTI Mutual Fund","UTI FTIF Series XVIII - IX (733 Days) - Growth Option - Direct","INF789FA1IZ6","Close Ended Schemes "," Income ",NULL
"13.224","2018-01-31","130360","UTI Mutual Fund","UTI FTIF Series XIX - VI (366 Days) - Growth Option","INF789FB1ZE4","Close Ended Schemes "," Income ",NULL
"13.7482","2018-01-31","128138","UTI Mutual Fund","UTI FTIF Series XVII -XVIII (796 DAYS)-Growth Option - Direct","INF789FA1BH9","Close Ended Schemes "," Income ",NULL
"13.645","2018-01-31","128137","UTI Mutual Fund","UTI FTIF Series XVII -XVIII (796 DAYS)-Growth Option","INF789FA1BP2","Close Ended Schemes "," Income ",NULL
"13.8194","2018-01-31","127816","UTI Mutual Fund","UTI FTIF Series XVII -XVI (367 DAYS)-Growth Option - Direct","INF789FA1AB4","Close Ended Schemes "," Income ",NULL
"13.7188","2018-01-31","127815","UTI Mutual Fund","UTI FTIF Series XVII -XVI (367 DAYS)- Growth Option","INF789FA1AJ7","Close Ended Schemes "," Income ",NULL
"13.6926","2018-01-31","127631","UTI Mutual Fund","UTI FTIF Series XVII -XIV (423 DAYS)-Growth Option - Direct","INF789FB1OJ7","Close Ended Schemes "," Income ",NULL
"13.5829","2018-01-31","127630","UTI Mutual Fund","UTI FTIF Series XVII -XIV (423 DAYS)- Growth Option","INF789FB1OB4","Close Ended Schemes "," Income ",NULL
"13.7554","2018-01-31","127461","UTI Mutual Fund","UTI FTIF Series XVII - XIII (369 DAYS)-Growth Option - Direct","INF789FB1CI4","Close Ended Schemes "," Income ",NULL
"13.6618","2018-01-31","127460","UTI Mutual Fund","UTI FTIF Series XVII - XIII (369 DAYS)-Growth Option","INF789FB1CA1","Close Ended Schemes "," Income ",NULL
"14.0116","2018-01-31","127444","UTI Mutual Fund","UTI FTIF Series XVII - XII (1148 DAYS)-Growth Option - Direct","INF789FA1610","Close Ended Schemes "," Income ",NULL
"13.8509","2018-01-31","127452","UTI Mutual Fund","UTI FTIF Series XVII - XII (1148 DAYS)-Growth Option","INF789FA1537","Close Ended Schemes "," Income ",NULL
"10.5124","2018-01-31","127445","UTI Mutual Fund","UTI FTIF Series XVII - XII (1148 DAYS)-Annual Div Option - Direct","INF789FA1586","Close Ended Schemes "," Income ",NULL
"13.7381","2018-01-31","127116","UTI Mutual Fund","UTI FTIF Series XVII -X (1152 DAYS)-Growth Option - Direct","INF789FB1BS5","Close Ended Schemes "," Income ",NULL
"13.6514","2018-01-31","127115","UTI Mutual Fund","UTI FTIF Series XVII -X (1152 DAYS)-Growth Option","INF789FB1BK2","Close Ended Schemes "," Income ",NULL
"10.4922","2018-01-31","126654","UTI Mutual Fund","UTI FTIF Series XVII -VII (465 DAYS)- Quarterly Div Option","INF789FB1UQ9","Close Ended Schemes "," Income ",NULL
"13.7982","2018-01-31","126646","UTI Mutual Fund","UTI FTIF Series XVII -VII (465 DAYS)- Growth Option - Direct","INF789FB1VG8","Close Ended Schemes "," Income ",NULL
"13.7133","2018-01-31","126645","UTI Mutual Fund","UTI FTIF Series XVII -VII (465 DAYS)- Growth Option","INF789FB1UX5","Close Ended Schemes "," Income ",NULL
"13.3889","2018-01-31","130125","UTI Mutual Fund","UTI FTIF Series XIX- I (369 Days)- Growth Option - Direct","INF789FB1YC1","Close Ended Schemes "," Income ",NULL
"13.348","2018-01-31","130131","UTI Mutual Fund","UTI FTIF Series XIX- I (369 Days) - Growth Option","INF789FB1XU5","Close Ended Schemes "," Income ",NULL
